Script started on 2026-07-04 16:38:47+03:00 [TERM="xterm-256color" TTY="/dev/pts/2" COLUMNS="110" LINES="56"]
[?2004hroot@AVIgo:/home/user/DevOps/codeby-devops/lesson4# [7mecho "Test message"[27mecho "Test message"
[?2004lTest message
[?2004hroot@AVIgo:/home/user/DevOps/codeby-devops/lesson4# [7mexit[27m[1Pexi[K[K[K[7mps aux[27mps aux
[?2004lUSER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  24724 15772 ?        Ss   09:46   0:04 /sbin/init
root         138  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/47-pciehp]
root         139  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/48-pciehp]
root         140  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/49-pciehp]
root         141  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/50-pciehp]
root         142  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/51-pciehp]
root         143  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/52-pciehp]
root         144  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/53-pciehp]
root         145  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/54-pciehp]
root         146  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/55-pciehp]
root         147  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-acpi_thermal_pm]
root         148  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-mld]
root         149  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/1:1H-kblockd]
root         150  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-ipv6_addrconf]
root         155  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-kstrp]
root         157  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/u515:0]
root         159  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/u517:0-ttm]
root         252  0.0  0.0      0     0 ?        I<   09:46   0:01 [kworker/7:1H-kblockd]
root         264  0.0  0.0      0     0 ?        I<   09:46   0:01 [kworker/4:1H-kblockd]
root         288  0.0  0.0      0     0 ?        I<   09:46   0:01 [kworker/6:1H-kblockd]
root         289  0.0  0.0      0     0 ?        I<   09:46   0:01 [kworker/2:1H-kblockd]
root         290  0.0  0.0      0     0 ?        I<   09:46   0:02 [kworker/5:1H-kblockd]
root         297  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-ata_sff]
root         298  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_0]
root         299  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_0]
root         300  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_1]
root         301  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_1]
root         302  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_2]
root         303  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_2]
root         304  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_3]
root         305  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_3]
root         306  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_4]
root         307  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_4]
root         308  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_5]
root         309  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_5]
root         310  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_6]
root         311  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_6]
root         312  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_7]
root         313  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_7]
root         314  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_8]
root         315  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_8]
root         316  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_9]
root         317  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_9]
root         318  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_10]
root         319  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_10]
root         320  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_11]
root         321  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_11]
root         322  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_12]
root         323  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_12]
root         324  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_13]
root         325  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_13]
root         326  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_14]
root         327  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_14]
root         328  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_15]
root         329  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_15]
root         330  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_16]
root         331  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_16]
root         332  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_17]
root         333  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_17]
root         334  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_18]
root         335  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_18]
root         336  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_19]
root         337  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_19]
root         338  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_20]
root         339  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_20]
root         340  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_21]
root         341  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_21]
root         342  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_22]
root         343  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_22]
root         344  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_23]
root         345  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_23]
root         346  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_24]
root         347  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_24]
root         348  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_25]
root         349  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_25]
root         350  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_26]
root         351  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_26]
root         352  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_27]
root         353  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_27]
root         354  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_28]
root         355  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_28]
root         356  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_29]
root         357  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_29]
root         358  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_30]
root         359  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_30]
root         360  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_31]
root         361  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_31]
root         391  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-mpt_poll_0]
root         392  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-mpt/0]
root         393  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/16-vmwgfx]
root         394  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-ttm]
root         397  0.0  0.0      0     0 ?        S    09:46   0:00 [scsi_eh_32]
root         398  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-scsi_tmf_32]
root         404  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-kdmflush/254:0]
root         405  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-kdmflush/254:1]
root         445  0.0  0.0      0     0 ?        S    09:46   0:09 [jbd2/dm-0-8]
root         446  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-ext4-rsv-conversion]
root         476  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/57-vmw_vmci]
root         477  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/58-vmw_vmci]
root         478  0.0  0.0      0     0 ?        S    09:46   0:00 [irq/59-vmw_vmci]
root         496  0.0  0.7 108876 62480 ?        Ss   09:46   0:06 /usr/lib/systemd/systemd-journald
systemd+     521  0.0  0.1  91908  8108 ?        Ssl  09:46   0:00 /usr/lib/systemd/systemd-timesyncd
root         525  0.0  0.0 232352  1816 ?        Ssl  09:46   0:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw
root         534  0.0  0.1  38104 11600 ?        Ss   09:46   0:00 /usr/lib/systemd/systemd-udevd
root         540  0.0  0.0      0     0 ?        S    09:46   0:00 [psimon]
root         638  0.0  0.0      0     0 ?        S    09:46   0:00 [jbd2/sda1-8]
root         639  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-ext4-rsv-conversion]
root         826  0.0  0.0 308996  7312 ?        Ssl  09:46   0:00 /usr/libexec/accounts-daemon
avahi        828  0.0  0.0   6252  4256 ?        Ss   09:46   0:00 avahi-daemon: running [debian.local]
root         831  0.0  0.0   6856  2816 ?        Ss   09:46   0:00 /usr/sbin/cron -f
message+     833  0.0  0.1  11336  8780 ?        Ss   09:46   0:02 /usr/bin/dbus-daemon --system --address=sys
root         837  0.0  0.0      0     0 ?        I<   09:46   0:00 [kworker/R-cryptd]
polkitd      843  0.0  0.1 383112 10776 ?        Ssl  09:46   0:01 /usr/lib/polkit-1/polkitd --no-debug --log-
root         846  0.0  0.0 307916  7164 ?        Ssl  09:46   0:00 /usr/libexec/switcheroo-control
root         850  0.0  0.1  19164  9424 ?        Ss   09:46   0:00 /usr/lib/systemd/systemd-logind
root         852  0.0  0.1 470060 13868 ?        Ssl  09:46   0:00 /usr/libexec/udisks2/udisksd
root         853  0.0  0.1  20848 10824 ?        Ss   09:46   0:00 /usr/bin/VGAuthService
root         877  0.1  0.1 253184 10336 ?        Ssl  09:46   0:33 /usr/bin/vmtoolsd
avahi        902  0.0  0.0   6064  1468 ?        S    09:46   0:00 avahi-daemon: chroot helper
root         977  0.0  0.2 336400 19808 ?        Ssl  09:46   0:01 /usr/sbin/NetworkManager --no-daemon
root         984  0.0  0.0  17524  6776 ?        Ss   09:46   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/
root        1079  0.0  0.1 390916 12444 ?        Ssl  09:46   0:00 /usr/sbin/ModemManager
root        1350  0.0  0.3 165272 26156 ?        Ssl  09:46   0:00 /usr/bin/sddm
root        1354  0.0  0.0  11768  7820 ?        Ss   09:46   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-
root        1357  0.0  0.0   6836  5280 ?        Ss   09:46   0:01 /usr/sbin/apache2 -k start
root        1419  0.0  0.0 309164  7120 ?        Ssl  09:46   0:00 /usr/libexec/power-profiles-daemon
root        1422  0.0  0.7 277240 62776 tty2     Ssl+ 09:46   0:01 /usr/lib/xorg/Xorg -nolisten tcp -backgroun
root        1441  0.0  0.0      0     0 ?        S    09:46   0:00 [psimon]
rtkit       1471  0.0  0.0  87004  3256 ?        SNsl 09:46   0:00 /usr/libexec/rtkit-daemon
root        1525  0.0  0.3  95784 27340 ?        S    09:47   0:00 /usr/lib/x86_64-linux-gnu/sddm/sddm-helper 
user        1531  0.0  0.1  22952 13308 ?        Ss   09:47   0:01 /usr/lib/systemd/systemd --user
user        1533  0.0  0.0  24680  3876 ?        S    09:47   0:00 (sd-pam)
user        1554  0.0  0.0   9204  5940 ?        Ss   09:47   0:03 /usr/bin/dbus-daemon --session --address=sy
user        1555  0.0  0.1 106092 14488 ?        Ssl  09:47   0:11 /usr/bin/pipewire
user        1556  0.0  0.0  84740  4640 ?        Ssl  09:47   0:00 /usr/bin/pipewire -c filter-chain.conf
user        1558  0.0  0.2 479672 16828 ?        Ssl  09:47   0:03 /usr/bin/wireplumber
user        1559  0.0  0.2 181416 18548 ?        SLsl 09:47   0:01 /usr/bin/pipewire-pulse
user        1560  0.0  0.1 183148 10448 ?        SLsl 09:47   0:00 /usr/bin/gnome-keyring-daemon --foreground 
user        1561  0.0  0.0   7232  3704 ?        Ss   09:47   0:00 /usr/bin/mpris-proxy
user        1586  0.0  2.1 1905288 170792 ?      SLl  09:47   0:00 /usr/bin/kwalletd6 --pam-login 13 14
user        1587  0.0  0.5 229860 43908 tty1     Ssl+ 09:47   0:00 /usr/bin/startplasma-wayland
root        1589  0.0  0.0      0     0 ?        I<   09:47   0:00 [kworker/u517:2]
user        1604  0.0  0.0  97304  7120 ?        Ssl  09:47   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/
user        1606  0.0  0.2 148808 17648 ?        Ssl  09:47   0:00 /usr/bin/kwin_wayland_wrapper --xwayland
user        1607  0.0  0.0  10540  6524 ?        Ss   09:47   0:00 /usr/bin/ssh-agent -D
user        1613 69.9  7.5 3021428 614228 ?      Sl   09:47 288:02 /usr/bin/kwin_wayland --wayland-fd 7 --sock
user        1621  0.0  0.2 1170756 19584 ?       Ssl  09:47   0:04 /usr/libexec/xdg-desktop-portal
user        1628  0.0  0.0 308756  6744 ?        Ssl  09:47   0:00 /usr/libexec/xdg-permission-store
user        1633  0.0  0.0 539712  7108 ?        Ssl  09:47   0:00 /usr/libexec/xdg-document-portal
root        1640  0.0  0.0   2576  1872 ?        Ss   09:47   0:00 fusermount3 -o rw,nosuid,nodev,fsname=porta
user        1675  0.0  1.0 1398820 87880 ?       S    09:47   0:02 /usr/bin/Xwayland :1 -auth /run/user/1000/x
user        1724  0.0  0.0 381040  7340 ?        Ssl  09:47   0:00 /usr/libexec/at-spi-bus-launcher
user        1736  0.0  0.0   8200  4660 ?        S    09:47   0:00 /usr/bin/dbus-daemon --config-file=/usr/sha
user        1742  0.0  1.7 1800968 143940 ?      Ssl  09:47   0:01 /usr/bin/ksmserver
user        1744  0.0  2.1 2807820 172680 ?      Ssl  09:47   0:03 /usr/bin/kded6
user        1811  0.9 14.2 7096124 1154600 ?     Ssl  09:47   3:48 /usr/bin/plasmashell --no-respawn
user        1813  0.0  0.0 168808  7164 ?        Sl   09:47   0:00 /usr/libexec/at-spi2-registryd --use-gnome-
user        1826  0.0  0.0 165228  5960 ?        Ssl  09:47   0:00 /usr/libexec/dconf-service
root        1839  0.0  0.1 318644 10328 ?        Ssl  09:47   0:00 /usr/libexec/upowerd
user        1869  0.0  0.5 660148 44476 ?        Ssl  09:47   0:00 /usr/lib/x86_64-linux-gnu/libexec/kactivity
user        1879  0.0  0.3 225964 24604 ?        Ssl  09:47   0:00 /usr/bin/gmenudbusmenuproxy
user        1880  0.0  1.7 1800572 143172 ?      Ssl  09:47   0:01 /usr/bin/kaccess
user        1881  0.0  2.1 2056296 170616 ?      Ssl  09:47   0:00 /usr/lib/x86_64-linux-gnu/libexec/polkit-kd
user        1882  0.0  0.7 691248 57860 ?        Ssl  09:47   0:23 /usr/lib/x86_64-linux-gnu/libexec/org_kde_p
user        1883  0.0  0.2 225360 23776 ?        Ssl  09:47   0:00 /usr/bin/xembedsniproxy
user        1906  0.0  0.0   7864  4316 ?        S    09:47   0:00 /usr/bin/xsettingsd
user        1925  0.0  0.2 378580 18348 ?        Ssl  09:47   0:00 /usr/libexec/bluetooth/obexd
user        2035  0.0  2.2 1943624 183568 ?      Ssl  09:47   0:08 /usr/bin/kdeconnectd
user        2039  0.0  1.8 2102340 153296 ?      Ssl  09:47   0:01 /usr/bin/xwaylandvideobridge
user        2051  0.0  0.3 413348 25708 ?        Ssl  09:47   0:00 /usr/libexec/xdg-desktop-portal-gtk
user        2058  0.1  1.0 423856 88724 ?        Sl   09:47   0:41 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --ui
user        2059  0.0  2.1 1912896 173696 ?      Ssl  09:47   0:08 /usr/lib/x86_64-linux-gnu/libexec/DiscoverN
user        2061  0.0  2.6 2156036 212144 ?      Ssl  09:47   0:09 /usr/bin/kalendarac
user        2212  0.0  2.1 2017164 178192 ?      Ssl  09:47   0:11 /usr/lib/x86_64-linux-gnu/libexec/xdg-deskt
root        2287  0.0  0.0      0     0 ?        I<   09:47   0:00 [kworker/4:2H]
root        2857  0.0  0.0      0     0 ?        I<   09:48   0:01 [kworker/3:2H-kblockd]
user        3091  0.0  2.0 1900764 169372 ?      Ssl  09:58   0:00 /usr/lib/x86_64-linux-gnu/libexec/baloorunn
user        3698 10.7 11.0 12862712 897424 ?     Ssl  10:01  42:40 /usr/lib/firefox-esr/firefox-esr
user        3703  0.0  0.0  20800  2984 ?        Sl   10:01   0:00 /usr/lib/firefox-esr/crashhelper 3698 9 /tm
user        3762  0.0  0.5 232128 47376 ?        Sl   10:01   0:00 /usr/lib/firefox-esr/firefox-esr -contentpr
user        3811  0.1  2.6 2646280 217824 ?      Sl   10:01   0:35 /usr/lib/firefox-esr/firefox-esr -contentpr
user        3816  0.0  0.7 444996 59356 ?        Sl   10:01   0:06 /usr/lib/firefox-esr/firefox-esr -contentpr
user        3856  0.0  2.0 2540268 165564 ?      Sl   10:01   0:09 /usr/lib/firefox-esr/firefox-esr -contentpr
user        3933  0.1  0.7 360236 64052 ?        Sl   10:01   0:46 /usr/lib/firefox-esr/firefox-esr -contentpr
user        3996  0.0  2.2 1961936 182648 ?      Sl   10:01   0:00 /usr/bin/plasma-browser-integration-host /u
root        4253  0.0  0.0  10556  3740 ?        Ss   10:09   0:00 ssh-agent -s
user        4415  0.7  3.4 2958660 275992 ?      Sl   10:25   2:45 /usr/lib/firefox-esr/firefox-esr -contentpr
user        4735  0.5  4.4 7247008 362572 ?      Sl   10:29   2:08 /usr/lib/firefox-esr/firefox-esr -contentpr
root        5104  0.0  0.0      0     0 ?        I<   10:34   0:00 [kworker/u516:2-ttm]
root        6901  0.0  0.7 510528 60744 ?        Ssl  10:45   0:02 /usr/libexec/fwupd/fwupd
user        7790  0.0  3.3 4024836 274456 ?      Ssl  11:17   0:02 /usr/bin/krunner --daemon
user        8111  0.2  2.2 2294180 182632 ?      Ssl  11:26   0:42 /usr/bin/konsole
user        8136  0.0  0.0   9012  5224 pts/1    Ss   11:26   0:00 /bin/bash
root        8157  0.0  0.0  12252  5912 pts/1    S    11:27   0:00 su -
root        8163  0.0  0.1  22748 13152 ?        Ss   11:27   0:02 /usr/lib/systemd/systemd --user
